datetime,open,high,low,close,volume,open_interest,settle_price,symbol,variety,instrument
2021-06-16,70600.0,70890.0,69580.0,69580.0,35,25,70520.0,CU2206,copper,CU2206
2021-06-17,70350.0,71140.0,70010.0,70250.0,35,45,70480.0,CU2206,copper,CU2206
2021-06-18,69900.0,69980.0,68410.0,68530.0,72,81,69050.0,CU2206,copper,CU2206
2021-06-21,68370.0,68690.0,67660.0,67660.0,78,108,68280.0,CU2206,copper,CU2206
2021-06-22,68370.0,68870.0,68180.0,68560.0,30,106,68460.0,CU2206,copper,CU2206
2021-06-23,68880.0,69720.0,68880.0,69600.0,45,118,69300.0,CU2206,copper,CU2206
2021-06-24,69990.0,70500.0,69230.0,69350.0,34,120,70080.0,CU2206,copper,CU2206
2021-06-25,69760.0,70190.0,69720.0,69930.0,26,126,69920.0,CU2206,copper,CU2206
2021-06-28,69760.0,69840.0,69220.0,69530.0,49,156,69610.0,CU2206,copper,CU2206
2021-06-29,69770.0,69770.0,68980.0,69120.0,23,154,69230.0,CU2206,copper,CU2206
2021-06-30,68980.0,69600.0,68970.0,69500.0,26,153,69310.0,CU2206,copper,CU2206
2021-07-01,69890.0,70200.0,69260.0,69330.0,23,156,69900.0,CU2206,copper,CU2206
2021-07-02,69660.0,69710.0,68800.0,69250.0,23,156,69190.0,CU2206,copper,CU2206
2021-07-05,69510.0,70640.0,69210.0,70390.0,78,165,69760.0,CU2206,copper,CU2206
2021-07-06,70550.0,71030.0,70470.0,71030.0,42,184,70730.0,CU2206,copper,CU2206
2021-07-07,70040.0,70250.0,68910.0,70240.0,100,193,69640.0,CU2206,copper,CU2206
2021-07-08,70490.0,70560.0,69840.0,69840.0,26,196,70260.0,CU2206,copper,CU2206
2021-07-09,69280.0,70190.0,69280.0,69840.0,28,198,69770.0,CU2206,copper,CU2206
2021-07-12,70500.0,70960.0,69980.0,70080.0,43,201,70540.0,CU2206,copper,CU2206
2021-07-13,69920.0,70450.0,69920.0,70120.0,17,200,70220.0,CU2206,copper,CU2206
2021-07-14,69630.0,70270.0,69550.0,69630.0,16,191,69740.0,CU2206,copper,CU2206
2021-07-15,69620.0,69990.0,69140.0,69930.0,31,195,69580.0,CU2206,copper,CU2206
2021-07-16,69840.0,70320.0,69840.0,70190.0,14,201,70220.0,CU2206,copper,CU2206
2021-07-19,70270.0,70310.0,69650.0,69660.0,33,212,70080.0,CU2206,copper,CU2206
2021-07-20,68660.0,69190.0,68660.0,69070.0,23,214,68940.0,CU2206,copper,CU2206
2021-07-21,69470.0,69470.0,68920.0,68960.0,30,232,69270.0,CU2206,copper,CU2206
2021-07-22,69230.0,69560.0,69200.0,69560.0,20,231,69370.0,CU2206,copper,CU2206
2021-07-23,69950.0,70510.0,69880.0,70300.0,39,231,70100.0,CU2206,copper,CU2206
2021-07-26,70490.0,71580.0,69310.0,71240.0,31,239,70760.0,CU2206,copper,CU2206
2021-07-27,71240.0,73110.0,71200.0,72320.0,84,273,71880.0,CU2206,copper,CU2206
2021-07-28,72200.0,72860.0,72200.0,72610.0,57,294,72590.0,CU2206,copper,CU2206
2021-07-29,72150.0,72590.0,71910.0,72590.0,28,298,72340.0,CU2206,copper,CU2206
2021-07-30,72760.0,72940.0,72300.0,72390.0,16,294,72590.0,CU2206,copper,CU2206
2021-08-02,73150.0,73170.0,71700.0,72410.0,30,300,72700.0,CU2206,copper,CU2206
2021-08-03,72050.0,72110.0,71160.0,71160.0,17,295,71710.0,CU2206,copper,CU2206
2021-08-04,70550.0,71050.0,70470.0,70880.0,36,291,70710.0,CU2206,copper,CU2206
2021-08-05,70620.0,70620.0,70000.0,70000.0,27,295,70270.0,CU2206,copper,CU2206
2021-08-06,70040.0,70210.0,70040.0,70090.0,17,292,70140.0,CU2206,copper,CU2206
2021-08-09,70610.0,70610.0,69900.0,70150.0,26,290,70100.0,CU2206,copper,CU2206
2021-08-10,69550.0,70380.0,69550.0,70370.0,38,292,69840.0,CU2206,copper,CU2206
2021-08-11,70060.0,70820.0,70050.0,70350.0,14,288,70590.0,CU2206,copper,CU2206
2021-08-12,70670.0,71120.0,70670.0,71090.0,7,291,70940.0,CU2206,copper,CU2206
2021-08-13,70750.0,70750.0,70180.0,70180.0,8,291,70470.0,CU2206,copper,CU2206
2021-08-16,70810.0,71150.0,70040.0,70090.0,30,291,70800.0,CU2206,copper,CU2206
2021-08-17,70240.0,70290.0,69960.0,70130.0,21,286,70200.0,CU2206,copper,CU2206
2021-08-18,69550.0,69780.0,69000.0,69040.0,38,294,69300.0,CU2206,copper,CU2206
2021-08-19,68670.0,68670.0,67080.0,67080.0,237,392,67800.0,CU2206,copper,CU2206
2021-08-20,66230.0,67490.0,66000.0,67280.0,349,463,66810.0,CU2206,copper,CU2206
2021-08-23,67170.0,68180.0,67130.0,67760.0,23,460,67630.0,CU2206,copper,CU2206
2021-08-24,68430.0,68610.0,68300.0,68560.0,13,456,68470.0,CU2206,copper,CU2206
2021-08-25,68980.0,69420.0,68980.0,69020.0,13,451,69130.0,CU2206,copper,CU2206
2021-08-26,69320.0,69400.0,68500.0,68580.0,24,453,68900.0,CU2206,copper,CU2206
2021-08-27,68700.0,68970.0,68520.0,68970.0,12,451,68630.0,CU2206,copper,CU2206
2021-08-30,69060.0,70010.0,69060.0,69820.0,59,472,69750.0,CU2206,copper,CU2206
2021-08-31,70000.0,70300.0,69710.0,70130.0,27,475,70060.0,CU2206,copper,CU2206
2021-09-01,69800.0,70060.0,68870.0,68870.0,26,474,69590.0,CU2206,copper,CU2206
2021-09-02,68740.0,69130.0,68510.0,68940.0,73,484,68800.0,CU2206,copper,CU2206
2021-09-03,68930.0,69340.0,68930.0,69340.0,28,485,69130.0,CU2206,copper,CU2206
2021-09-06,69350.0,69620.0,69290.0,69410.0,27,496,69480.0,CU2206,copper,CU2206
2021-09-07,69600.0,69610.0,69000.0,69000.0,14,495,69470.0,CU2206,copper,CU2206
2021-09-08,68950.0,69140.0,68950.0,69080.0,6,492,69090.0,CU2206,copper,CU2206
2021-09-09,68810.0,69500.0,68350.0,69420.0,41,489,68690.0,CU2206,copper,CU2206
2021-09-10,69280.0,70060.0,69280.0,69930.0,15,495,69780.0,CU2206,copper,CU2206
2021-09-13,70650.0,71800.0,70650.0,71620.0,67,511,71350.0,CU2206,copper,CU2206
2021-09-14,71000.0,71000.0,69950.0,69950.0,13,512,70490.0,CU2206,copper,CU2206
2021-09-15,69570.0,69860.0,69410.0,69850.0,32,524,69610.0,CU2206,copper,CU2206
2021-09-16,70230.0,70540.0,69490.0,69490.0,20,539,70290.0,CU2206,copper,CU2206
