datetime,open,high,low,close,volume,open_interest,settle_price,symbol,variety,instrument
2020-12-16,58740.0,58740.0,57880.0,58100.0,4,1,58180.0,CU2112,copper,CU2112
2020-12-17,58680.0,58990.0,58680.0,58990.0,2,2,58830.0,CU2112,copper,CU2112
2020-12-18,59300.0,59340.0,59300.0,59340.0,2,4,59320.0,CU2112,copper,CU2112
2020-12-21,59730.0,59790.0,59250.0,59250.0,8,8,59560.0,CU2112,copper,CU2112
2020-12-22,58980.0,59460.0,58130.0,58790.0,6,9,58860.0,CU2112,copper,CU2112
2020-12-23,58020.0,58110.0,57500.0,58100.0,51,46,57950.0,CU2112,copper,CU2112
2020-12-24,58360.0,58730.0,58350.0,58350.0,38,59,58580.0,CU2112,copper,CU2112
2020-12-25,58850.0,58850.0,58850.0,58850.0,1,59,58850.0,CU2112,copper,CU2112
2020-12-28,59210.0,59220.0,59210.0,59220.0,3,57,59210.0,CU2112,copper,CU2112
2020-12-29,59100.0,59260.0,58780.0,58780.0,5,58,59060.0,CU2112,copper,CU2112
2020-12-30,58530.0,58740.0,58530.0,58740.0,9,60,58630.0,CU2112,copper,CU2112
2020-12-31,58390.0,58600.0,58120.0,58120.0,13,61,58240.0,CU2112,copper,CU2112
2021-01-04,58450.0,58660.0,58450.0,58660.0,5,64,58530.0,CU2112,copper,CU2112
2021-01-05,58400.0,58550.0,58340.0,58550.0,3,65,58430.0,CU2112,copper,CU2112
2021-01-06,58570.0,59360.0,58570.0,59270.0,15,62,59170.0,CU2112,copper,CU2112
2021-01-07,59680.0,59790.0,59390.0,59790.0,30,72,59650.0,CU2112,copper,CU2112
2021-01-08,59500.0,60960.0,59500.0,60530.0,19,76,60460.0,CU2112,copper,CU2112
2021-01-11,60470.0,60470.0,59550.0,59700.0,16,79,59880.0,CU2112,copper,CU2112
2021-01-12,58850.0,59080.0,58300.0,59080.0,32,96,58960.0,CU2112,copper,CU2112
2021-01-13,59340.0,59390.0,58970.0,59390.0,11,96,59140.0,CU2112,copper,CU2112
2021-01-14,58980.0,59180.0,58980.0,59180.0,4,96,59030.0,CU2112,copper,CU2112
2021-01-15,59350.0,59990.0,59090.0,59100.0,95,114,59810.0,CU2112,copper,CU2112
2021-01-18,59090.0,59500.0,58660.0,59500.0,26,116,58960.0,CU2112,copper,CU2112
2021-01-19,59210.0,59380.0,58880.0,59040.0,10,115,59060.0,CU2112,copper,CU2112
2021-01-20,59350.0,59360.0,59150.0,59300.0,11,114,59250.0,CU2112,copper,CU2112
2021-01-21,59200.0,59330.0,59180.0,59330.0,5,114,59220.0,CU2112,copper,CU2112
2021-01-22,59200.0,59230.0,59060.0,59060.0,5,114,59170.0,CU2112,copper,CU2112
2021-01-25,59200.0,59330.0,59200.0,59330.0,2,115,59260.0,CU2112,copper,CU2112
2021-01-26,59000.0,59000.0,58680.0,58680.0,3,116,58890.0,CU2112,copper,CU2112
2021-01-27,59030.0,59090.0,58920.0,58920.0,7,118,58970.0,CU2112,copper,CU2112
2021-01-28,58570.0,58570.0,58060.0,58060.0,70,134,58190.0,CU2112,copper,CU2112
2021-01-29,58040.0,58690.0,57830.0,57900.0,95,188,58010.0,CU2112,copper,CU2112
2021-02-01,58520.0,58520.0,57930.0,58250.0,27,190,58180.0,CU2112,copper,CU2112
2021-02-02,57940.0,58120.0,57520.0,57570.0,91,200,57900.0,CU2112,copper,CU2112
2021-02-03,57270.0,57630.0,57180.0,57180.0,23,212,57500.0,CU2112,copper,CU2112
2021-02-04,57520.0,58040.0,57520.0,57860.0,19,202,57850.0,CU2112,copper,CU2112
2021-02-05,58140.0,58370.0,58010.0,58370.0,9,199,58130.0,CU2112,copper,CU2112
2021-02-08,58470.0,59220.0,58350.0,58760.0,138,270,58780.0,CU2112,copper,CU2112
2021-02-09,58910.0,59430.0,58910.0,59430.0,23,269,59230.0,CU2112,copper,CU2112
2021-02-10,59620.0,60800.0,59600.0,60660.0,30,274,60470.0,CU2112,copper,CU2112
2021-02-18,62070.0,63300.0,62070.0,63270.0,10,274,62820.0,CU2112,copper,CU2112
2021-02-19,63440.0,64370.0,62940.0,64370.0,79,329,63410.0,CU2112,copper,CU2112
2021-02-22,64570.0,67210.0,64550.0,67160.0,72,370,66560.0,CU2112,copper,CU2112
2021-02-23,67030.0,68850.0,66590.0,67930.0,100,406,67710.0,CU2112,copper,CU2112
2021-02-24,67690.0,68800.0,66680.0,67860.0,68,420,67630.0,CU2112,copper,CU2112
2021-02-25,68500.0,70550.0,68170.0,70040.0,73,418,69780.0,CU2112,copper,CU2112
2021-02-26,70230.0,70320.0,68220.0,68220.0,99,439,69150.0,CU2112,copper,CU2112
2021-03-01,67410.0,68170.0,67260.0,67800.0,109,482,67700.0,CU2112,copper,CU2112
2021-03-02,67780.0,67780.0,66000.0,66920.0,188,520,66680.0,CU2112,copper,CU2112
2021-03-03,68020.0,68500.0,67550.0,67930.0,96,486,68190.0,CU2112,copper,CU2112
2021-03-04,67370.0,67590.0,66800.0,66800.0,54,498,67100.0,CU2112,copper,CU2112
2021-03-05,65570.0,66510.0,64640.0,66310.0,262,565,65650.0,CU2112,copper,CU2112
2021-03-08,66770.0,67320.0,66040.0,66120.0,120,575,66740.0,CU2112,copper,CU2112
2021-03-09,66440.0,67630.0,66080.0,66400.0,71,573,66850.0,CU2112,copper,CU2112
2021-03-10,66450.0,66450.0,65500.0,65750.0,72,576,65950.0,CU2112,copper,CU2112
2021-03-11,66300.0,67950.0,65770.0,67590.0,147,613,67360.0,CU2112,copper,CU2112
2021-03-12,67560.0,67680.0,66940.0,67190.0,104,603,67340.0,CU2112,copper,CU2112
2021-03-15,67200.0,68360.0,67200.0,67680.0,54,601,67920.0,CU2112,copper,CU2112
2021-03-16,67910.0,67910.0,67200.0,67200.0,104,603,67670.0,CU2112,copper,CU2112
2021-03-17,66800.0,67330.0,66500.0,67200.0,63,625,66820.0,CU2112,copper,CU2112
2021-03-18,67060.0,67890.0,66990.0,67210.0,96,655,67160.0,CU2112,copper,CU2112
2021-03-19,67370.0,67600.0,66250.0,66680.0,1873,2126,66970.0,CU2112,copper,CU2112
2021-03-22,66980.0,67600.0,66710.0,67200.0,105,2129,67290.0,CU2112,copper,CU2112
2021-03-23,67320.0,68050.0,66910.0,67500.0,325,2128,67280.0,CU2112,copper,CU2112
2021-03-24,67210.0,67250.0,66510.0,66940.0,230,2130,66980.0,CU2112,copper,CU2112
2021-03-25,67010.0,67280.0,66000.0,66110.0,623,2273,66930.0,CU2112,copper,CU2112
2021-03-26,65520.0,66690.0,65310.0,66690.0,181,2284,65810.0,CU2112,copper,CU2112
2021-03-29,66530.0,67140.0,66530.0,66770.0,85,2340,66750.0,CU2112,copper,CU2112
2021-03-30,66710.0,66980.0,66510.0,66510.0,35,2352,66790.0,CU2112,copper,CU2112
2021-03-31,66240.0,66360.0,65750.0,66070.0,124,2388,66120.0,CU2112,copper,CU2112
2021-04-01,65990.0,66270.0,65560.0,65600.0,90,2407,65850.0,CU2112,copper,CU2112
2021-04-02,65980.0,67570.0,65970.0,67570.0,124,2427,66890.0,CU2112,copper,CU2112
2021-04-06,67730.0,68100.0,67280.0,67380.0,317,2542,67700.0,CU2112,copper,CU2112
2021-04-07,67440.0,67760.0,67270.0,67370.0,267,2677,67520.0,CU2112,copper,CU2112
2021-04-08,66960.0,67590.0,66750.0,67230.0,781,3180,67020.0,CU2112,copper,CU2112
2021-04-09,67470.0,67580.0,67000.0,67070.0,116,3225,67270.0,CU2112,copper,CU2112
2021-04-12,67300.0,67300.0,66050.0,66100.0,201,3281,66380.0,CU2112,copper,CU2112
2021-04-13,66340.0,66550.0,66080.0,66270.0,124,3296,66320.0,CU2112,copper,CU2112
2021-04-14,66600.0,66720.0,66400.0,66560.0,438,3663,66630.0,CU2112,copper,CU2112
2021-04-15,67280.0,68300.0,66950.0,68260.0,794,4133,67500.0,CU2112,copper,CU2112
2021-04-16,68360.0,69650.0,68270.0,68770.0,288,4154,69020.0,CU2112,copper,CU2112
2021-04-19,69060.0,70030.0,68300.0,69930.0,323,4213,69150.0,CU2112,copper,CU2112
2021-04-20,69960.0,70140.0,69310.0,70030.0,2340,5967,69960.0,CU2112,copper,CU2112
2021-04-21,69750.0,70040.0,69200.0,69380.0,2435,6828,69480.0,CU2112,copper,CU2112
2021-04-22,69480.0,70100.0,69260.0,69710.0,135,6827,69710.0,CU2112,copper,CU2112
2021-04-23,69860.0,70210.0,69630.0,69930.0,187,6825,70010.0,CU2112,copper,CU2112
2021-04-26,70390.0,71640.0,70150.0,71530.0,353,6831,70840.0,CU2112,copper,CU2112
2021-04-27,71620.0,73300.0,71600.0,73050.0,548,6840,72540.0,CU2112,copper,CU2112
2021-04-28,72600.0,72930.0,71620.0,71860.0,513,6895,72150.0,CU2112,copper,CU2112
2021-04-29,72330.0,73450.0,72080.0,72980.0,261,6919,72910.0,CU2112,copper,CU2112
2021-04-30,73250.0,73510.0,71840.0,72460.0,337,6953,72500.0,CU2112,copper,CU2112
2021-05-06,72930.0,73940.0,72930.0,73770.0,459,6985,73690.0,CU2112,copper,CU2112
2021-05-07,74200.0,75430.0,73960.0,75400.0,640,7007,74640.0,CU2112,copper,CU2112
2021-05-10,75660.0,79130.0,75650.0,79000.0,4401,9790,78140.0,CU2112,copper,CU2112
2021-05-11,78520.0,78520.0,76010.0,77130.0,2617,10731,77170.0,CU2112,copper,CU2112
2021-05-12,77110.0,78160.0,76750.0,78100.0,833,10771,77440.0,CU2112,copper,CU2112
2021-05-13,77550.0,77690.0,76500.0,77000.0,850,10779,77050.0,CU2112,copper,CU2112
2021-05-14,76650.0,76760.0,74540.0,75420.0,1916,10852,75690.0,CU2112,copper,CU2112
2021-05-17,75350.0,76120.0,75000.0,75600.0,1186,10911,75600.0,CU2112,copper,CU2112
2021-05-18,75490.0,76960.0,75460.0,76860.0,1222,10991,76300.0,CU2112,copper,CU2112
2021-05-19,76550.0,76720.0,75000.0,75000.0,646,10972,75630.0,CU2112,copper,CU2112
2021-05-20,74250.0,74340.0,72530.0,73990.0,11266,7306,73110.0,CU2112,copper,CU2112
2021-05-21,73800.0,73890.0,72110.0,72510.0,1447,7461,72810.0,CU2112,copper,CU2112
2021-05-24,73110.0,73300.0,71410.0,72040.0,870,7487,72110.0,CU2112,copper,CU2112
2021-05-25,72190.0,73250.0,72090.0,72690.0,520,7599,72690.0,CU2112,copper,CU2112
2021-05-26,72180.0,72590.0,71940.0,72240.0,323,7610,72230.0,CU2112,copper,CU2112
2021-05-27,72070.0,72670.0,71710.0,72310.0,209,7629,72220.0,CU2112,copper,CU2112
2021-05-28,72450.0,74900.0,72450.0,73830.0,758,7611,73810.0,CU2112,copper,CU2112
2021-05-31,73540.0,74990.0,73200.0,74320.0,2656,8393,73920.0,CU2112,copper,CU2112
2021-06-01,74360.0,74780.0,74020.0,74700.0,475,8461,74460.0,CU2112,copper,CU2112
2021-06-02,74240.0,75200.0,74060.0,74160.0,812,8363,74530.0,CU2112,copper,CU2112
2021-06-03,73940.0,74030.0,73200.0,73640.0,1053,8438,73560.0,CU2112,copper,CU2112
2021-06-04,72890.0,72890.0,71300.0,71540.0,4283,7760,71740.0,CU2112,copper,CU2112
2021-06-07,72080.0,72700.0,71860.0,72130.0,1560,7920,72280.0,CU2112,copper,CU2112
2021-06-08,72020.0,72420.0,71810.0,72100.0,694,7879,72060.0,CU2112,copper,CU2112
2021-06-09,71690.0,73000.0,71570.0,72210.0,1230,8144,72230.0,CU2112,copper,CU2112
2021-06-10,71910.0,72540.0,71800.0,72050.0,775,8105,72200.0,CU2112,copper,CU2112
2021-06-11,71830.0,72550.0,71370.0,72510.0,2482,8251,71850.0,CU2112,copper,CU2112
2021-06-15,72350.0,72350.0,70400.0,71090.0,1851,8519,70990.0,CU2112,copper,CU2112
2021-06-16,70020.0,70350.0,69150.0,69220.0,7086,8889,69670.0,CU2112,copper,CU2112
2021-06-17,69470.0,70500.0,69200.0,69400.0,3924,9322,69620.0,CU2112,copper,CU2112
2021-06-18,69280.0,69490.0,67590.0,67880.0,2774,9588,68460.0,CU2112,copper,CU2112
2021-06-21,67780.0,67980.0,67010.0,67010.0,1953,9668,67410.0,CU2112,copper,CU2112
2021-06-22,67060.0,68180.0,67060.0,67780.0,3129,10486,67770.0,CU2112,copper,CU2112
2021-06-23,67850.0,69020.0,67730.0,68780.0,2176,10797,68670.0,CU2112,copper,CU2112
2021-06-24,69200.0,70000.0,68700.0,68750.0,1517,11057,69290.0,CU2112,copper,CU2112
2021-06-25,69000.0,69680.0,68930.0,69100.0,1185,11138,69280.0,CU2112,copper,CU2112
2021-06-28,69060.0,69300.0,68560.0,68980.0,889,11187,68880.0,CU2112,copper,CU2112
2021-06-29,68990.0,69200.0,68150.0,68550.0,804,11147,68670.0,CU2112,copper,CU2112
2021-06-30,68500.0,68980.0,68260.0,68850.0,723,11218,68650.0,CU2112,copper,CU2112
2021-07-01,69080.0,69630.0,68520.0,68580.0,1932,11734,69200.0,CU2112,copper,CU2112
2021-07-02,68710.0,69270.0,68220.0,68580.0,1043,11730,68690.0,CU2112,copper,CU2112
2021-07-05,68850.0,70040.0,68570.0,69760.0,1012,11761,69250.0,CU2112,copper,CU2112
2021-07-06,69670.0,70500.0,69510.0,70420.0,1362,12117,70040.0,CU2112,copper,CU2112
2021-07-07,70130.0,70130.0,68300.0,69460.0,1894,12110,69020.0,CU2112,copper,CU2112
2021-07-08,69650.0,69880.0,68950.0,69100.0,962,12116,69340.0,CU2112,copper,CU2112
2021-07-09,68700.0,69550.0,68550.0,69240.0,1064,12147,68950.0,CU2112,copper,CU2112
2021-07-12,69700.0,70250.0,69200.0,69330.0,2169,12704,69750.0,CU2112,copper,CU2112
2021-07-13,69130.0,69730.0,69090.0,69570.0,1239,12661,69390.0,CU2112,copper,CU2112
2021-07-14,68700.0,69360.0,68630.0,69200.0,1371,12667,68960.0,CU2112,copper,CU2112
2021-07-15,69390.0,69390.0,68420.0,69080.0,1794,13132,68900.0,CU2112,copper,CU2112
2021-07-16,69010.0,69790.0,69000.0,69600.0,1169,13344,69470.0,CU2112,copper,CU2112
2021-07-19,69480.0,69730.0,68920.0,69040.0,1331,13390,69310.0,CU2112,copper,CU2112
2021-07-20,68010.0,68600.0,67700.0,68360.0,2488,13501,68180.0,CU2112,copper,CU2112
2021-07-21,68270.0,68890.0,68060.0,68160.0,1476,13784,68400.0,CU2112,copper,CU2112
2021-07-22,68590.0,69210.0,68380.0,69200.0,1348,14084,68830.0,CU2112,copper,CU2112
2021-07-23,69250.0,70150.0,69160.0,69850.0,4805,15951,69800.0,CU2112,copper,CU2112
2021-07-26,70140.0,71310.0,69750.0,70940.0,4587,17455,70660.0,CU2112,copper,CU2112
2021-07-27,71200.0,72920.0,71180.0,71950.0,9029,19921,72200.0,CU2112,copper,CU2112
2021-07-28,72120.0,72530.0,71830.0,71970.0,8476,22309,72240.0,CU2112,copper,CU2112
2021-07-29,71910.0,72090.0,71320.0,71800.0,4233,22049,71690.0,CU2112,copper,CU2112
