datetime,open,high,low,close,volume,open_interest,settle_price,symbol,variety,instrument
2021-03-16,67670.0,68210.0,67590.0,67710.0,230,23,67760.0,CU2203,copper,CU2203
2021-03-17,66690.0,67280.0,66680.0,67280.0,9,26,67090.0,CU2203,copper,CU2203
2021-03-18,68520.0,68520.0,67280.0,67280.0,17,34,67770.0,CU2203,copper,CU2203
2021-03-19,67310.0,67640.0,66500.0,66830.0,52,68,67050.0,CU2203,copper,CU2203
2021-03-22,67180.0,67710.0,67060.0,67370.0,20,68,67240.0,CU2203,copper,CU2203
2021-03-23,67600.0,68150.0,66780.0,67300.0,27,71,67760.0,CU2203,copper,CU2203
2021-03-24,67230.0,67290.0,66860.0,66860.0,9,77,67060.0,CU2203,copper,CU2203
2021-03-25,67190.0,67200.0,66110.0,66110.0,72,79,66750.0,CU2203,copper,CU2203
2021-03-26,66050.0,66790.0,66050.0,66720.0,12,81,66460.0,CU2203,copper,CU2203
2021-03-29,66630.0,67300.0,66630.0,66900.0,15,81,66990.0,CU2203,copper,CU2203
2021-03-30,66940.0,67040.0,66400.0,66490.0,7,79,66770.0,CU2203,copper,CU2203
2021-03-31,66350.0,66360.0,65900.0,65900.0,10,78,66220.0,CU2203,copper,CU2203
2021-04-01,66380.0,66380.0,65780.0,65780.0,21,82,66010.0,CU2203,copper,CU2203
2021-04-02,66220.0,67480.0,66210.0,67480.0,22,81,66900.0,CU2203,copper,CU2203
2021-04-06,67970.0,68220.0,67480.0,67580.0,13,84,67820.0,CU2203,copper,CU2203
2021-04-07,67520.0,67700.0,67400.0,67400.0,9,83,67520.0,CU2203,copper,CU2203
2021-04-08,66930.0,67750.0,66930.0,67530.0,10,82,67200.0,CU2203,copper,CU2203
2021-04-09,67280.0,67610.0,67210.0,67210.0,4,82,67320.0,CU2203,copper,CU2203
2021-04-12,66800.0,66800.0,66140.0,66200.0,22,88,66340.0,CU2203,copper,CU2203
2021-04-13,66480.0,66550.0,66270.0,66420.0,24,93,66430.0,CU2203,copper,CU2203
2021-04-14,66780.0,66800.0,66410.0,66570.0,51,83,66630.0,CU2203,copper,CU2203
2021-04-15,66990.0,68100.0,66990.0,68080.0,65,100,67560.0,CU2203,copper,CU2203
2021-04-16,68340.0,69660.0,68220.0,68870.0,147,179,69110.0,CU2203,copper,CU2203
2021-04-19,69100.0,70030.0,68350.0,69850.0,11,181,69350.0,CU2203,copper,CU2203
2021-04-20,69740.0,70040.0,69400.0,69960.0,42,178,69830.0,CU2203,copper,CU2203
2021-04-21,69570.0,70010.0,69220.0,69270.0,39,184,69520.0,CU2203,copper,CU2203
2021-04-22,69510.0,69900.0,69320.0,69540.0,80,137,69500.0,CU2203,copper,CU2203
2021-04-23,69870.0,70110.0,69570.0,70110.0,12,142,69920.0,CU2203,copper,CU2203
2021-04-26,70130.0,71480.0,70130.0,71480.0,21,146,70970.0,CU2203,copper,CU2203
2021-04-27,71660.0,73170.0,71660.0,73120.0,38,163,72560.0,CU2203,copper,CU2203
2021-04-28,72740.0,72740.0,71790.0,71850.0,61,178,72090.0,CU2203,copper,CU2203
2021-04-29,72590.0,73490.0,72590.0,73070.0,25,173,73050.0,CU2203,copper,CU2203
2021-04-30,73440.0,73440.0,72040.0,72390.0,20,185,72550.0,CU2203,copper,CU2203
2021-05-06,73500.0,73960.0,73500.0,73910.0,42,201,73760.0,CU2203,copper,CU2203
2021-05-07,74310.0,75440.0,74230.0,75440.0,38,191,74610.0,CU2203,copper,CU2203
2021-05-10,76080.0,79020.0,75800.0,78930.0,140,230,77630.0,CU2203,copper,CU2203
2021-05-11,78340.0,78340.0,76120.0,77190.0,74,244,77080.0,CU2203,copper,CU2203
2021-05-12,77240.0,78090.0,76730.0,77870.0,45,240,77470.0,CU2203,copper,CU2203
2021-05-13,77290.0,77700.0,76720.0,76900.0,23,249,77130.0,CU2203,copper,CU2203
2021-05-14,76480.0,76600.0,74620.0,75780.0,97,256,75850.0,CU2203,copper,CU2203
2021-05-17,75750.0,75770.0,75150.0,75430.0,166,296,75670.0,CU2203,copper,CU2203
2021-05-18,75500.0,76590.0,75500.0,76530.0,17,296,76000.0,CU2203,copper,CU2203
2021-05-19,76400.0,76480.0,76000.0,76000.0,3,296,76290.0,CU2203,copper,CU2203
